Image,Expected_Letter,Ocp_Letter,White_0_0,Black_0_0,White_Density_0_0,Black_Density_0_0,White_0_1,Black_0_1,White_Density_0_1,Black_Density_0_1,White_0_2,Black_0_2,White_Density_0_2,Black_Density_0_2,White_1_0,Black_1_0,White_Density_1_0,Black_Density_1_0,White_1_1,Black_1_1,White_Density_1_1,Black_Density_1_1,White_1_2,Black_1_2,White_Density_1_2,Black_Density_1_2,White_2_0,Black_2_0,White_Density_2_0,Black_Density_2_0,White_2_1,Black_2_1,White_Density_2_1,Black_Density_2_1,White_2_2,Black_2_2,White_Density_2_2,Black_Density_2_2,Total_White_Pixels,Total_Black_Pixels,Total_White_Density,Total_Black_Density
little_char_1375_k.png,k,,408,0,1.00,0.00,389,19,0.95,0.05,408,0,1.00,0.00,408,0,1.00,0.00,290,118,0.71,0.29,408,0,1.00,0.00,408,0,1.00,0.00,294,114,0.72,0.28,397,11,0.97,0.03,3410,262,0.91,0.07
little_char_848_e.png,e,c,62,19,0.77,0.23,40,41,0.49,0.51,48,33,0.59,0.41,49,32,0.60,0.40,53,28,0.65,0.35,73,8,0.90,0.10,58,23,0.72,0.28,51,30,0.63,0.37,58,23,0.72,0.28,492,237,0.61,0.29
little_char_215_g.png,g,a,40,32,0.56,0.44,24,48,0.33,0.67,68,4,0.94,0.06,58,14,0.81,0.19,27,45,0.38,0.62,59,13,0.82,0.18,51,21,0.71,0.29,42,30,0.58,0.42,17,55,0.24,0.76,386,262,0.51,0.35
little_char_726_r.png,r,a,414,0,1.00,0.00,414,0,1.00,0.00,414,0,1.00,0.00,414,0,1.00,0.00,338,76,0.82,0.18,364,50,0.88,0.12,414,0,1.00,0.00,367,47,0.89,0.11,414,0,1.00,0.00,3553,173,0.91,0.04
little_char_1264_q.png,q,,410,22,0.95,0.05,408,24,0.94,0.06,430,2,1.00,0.00,353,79,0.82,0.18,286,146,0.66,0.34,432,0,1.00,0.00,426,6,0.99,0.01,360,72,0.83,0.17,432,0,1.00,0.00,3537,351,0.91,0.09
little_char_1395_n.png,n,,432,0,1.00,0.00,432,0,1.00,0.00,431,1,1.00,0.00,394,38,0.91,0.09,372,60,0.86,0.14,432,0,1.00,0.00,407,25,0.94,0.06,412,20,0.95,0.05,432,0,1.00,0.00,3744,144,0.96,0.04
little_char_63_c.png,c,,48,18,0.73,0.27,28,38,0.42,0.58,64,2,0.97,0.03,46,20,0.70,0.30,66,0,1.00,0.00,66,0,1.00,0.00,40,26,0.61,0.39,31,35,0.47,0.53,37,29,0.56,0.44,426,168,0.65,0.25
little_char_444_q.png,q,,414,0,1.00,0.00,342,72,0.83,0.17,414,0,1.00,0.00,414,0,1.00,0.00,271,143,0.65,0.35,414,0,1.00,0.00,414,0,1.00,0.00,386,28,0.93,0.07,414,0,1.00,0.00,3483,243,0.91,0.06
little_char_593_m.png,m,m,405,3,0.99,0.01,405,3,0.99,0.01,408,0,1.00,0.00,343,65,0.84,0.16,211,197,0.52,0.48,398,10,0.98,0.02,382,26,0.94,0.06,389,19,0.95,0.05,404,4,0.99,0.01,3345,327,0.88,0.09
little_char_560_u.png,u,,386,5,0.99,0.01,370,21,0.95,0.05,391,0,1.00,0.00,338,53,0.86,0.14,299,92,0.76,0.24,391,0,1.00,0.00,391,0,1.00,0.00,343,48,0.88,0.12,391,0,1.00,0.00,3300,219,0.88,0.06
little_char_525_u.png,u,,411,3,0.99,0.01,407,7,0.98,0.02,395,19,0.95,0.05,360,54,0.87,0.13,320,94,0.77,0.23,414,0,1.00,0.00,412,2,1.00,0.00,357,57,0.86,0.14,414,0,1.00,0.00,3490,236,0.89,0.06
little_char_1165_q.png,q,,43,34,0.56,0.44,45,32,0.58,0.42,60,17,0.78,0.22,64,13,0.83,0.17,43,34,0.56,0.44,34,43,0.44,0.56,77,0,1.00,0.00,51,26,0.66,0.34,58,19,0.75,0.25,475,218,0.62,0.28
little_char_457_l.png,l,f,14,13,0.52,0.48,4,23,0.15,0.85,22,5,0.81,0.19,10,17,0.37,0.63,11,16,0.41,0.59,27,0,1.00,0.00,22,5,0.81,0.19,14,13,0.52,0.48,27,0,1.00,0.00,151,92,0.56,0.34
little_char_39_d.png,d,,100,0,1.00,0.00,100,0,1.00,0.00,87,13,0.87,0.13,90,10,0.90,0.10,94,6,0.94,0.06,75,25,0.75,0.25,42,58,0.42,0.58,42,58,0.42,0.58,32,68,0.32,0.68,662,238,0.67,0.24
little_char_529_x.png,x,,432,0,1.00,0.00,416,16,0.96,0.04,413,19,0.96,0.04,432,0,1.00,0.00,307,125,0.71,0.29,432,0,1.00,0.00,425,7,0.98,0.02,370,62,0.86,0.14,432,0,1.00,0.00,3659,229,0.94,0.06
little_char_217_e.png,e,e,45,18,0.71,0.29,29,34,0.46,0.54,38,25,0.60,0.40,38,25,0.60,0.40,24,39,0.38,0.62,39,24,0.62,0.38,41,22,0.65,0.35,28,35,0.44,0.56,42,21,0.67,0.33,324,243,0.50,0.38
little_char_1266_s.png,s,,425,7,0.98,0.02,404,28,0.94,0.06,432,0,1.00,0.00,383,49,0.89,0.11,357,75,0.83,0.17,432,0,1.00,0.00,376,56,0.87,0.13,394,38,0.91,0.09,432,0,1.00,0.00,3635,253,0.93,0.07
little_char_396_d.png,d,a,100,0,1.00,0.00,100,0,1.00,0.00,70,30,0.70,0.30,81,19,0.81,0.19,68,32,0.68,0.32,49,51,0.49,0.51,56,44,0.56,0.44,65,35,0.65,0.35,66,34,0.66,0.34,655,245,0.68,0.26
little_char_241_x.png,x,x,432,0,1.00,0.00,428,4,0.99,0.01,414,18,0.96,0.04,432,0,1.00,0.00,295,137,0.68,0.32,432,0,1.00,0.00,427,5,0.99,0.01,346,86,0.80,0.20,432,0,1.00,0.00,3638,250,0.92,0.06
little_char_761_g.png,g,,46,24,0.66,0.34,38,32,0.54,0.46,43,27,0.61,0.39,53,17,0.76,0.24,17,53,0.24,0.76,44,26,0.63,0.37,58,12,0.83,0.17,43,27,0.61,0.39,28,42,0.40,0.60,370,260,0.53,0.37
little_char_446_s.png,s,,414,0,1.00,0.00,414,0,1.00,0.00,414,0,1.00,0.00,414,0,1.00,0.00,276,138,0.67,0.33,414,0,1.00,0.00,377,37,0.91,0.09,377,37,0.91,0.09,414,0,1.00,0.00,3514,212,0.90,0.05
little_char_857_u.png,u,u,56,16,0.78,0.22,72,0,1.00,0.00,51,21,0.71,0.29,34,38,0.47,0.53,72,0,1.00,0.00,40,32,0.56,0.44,40,32,0.56,0.44,39,33,0.54,0.46,39,33,0.54,0.46,443,205,0.61,0.28
little_char_1167_s.png,s,,72,0,1.00,0.00,27,45,0.38,0.62,49,23,0.68,0.32,72,0,1.00,0.00,42,30,0.58,0.42,49,23,0.68,0.32,42,30,0.58,0.42,45,27,0.62,0.38,25,47,0.35,0.65,423,225,0.58,0.31
little_char_749_j.png,j,j,63,0,1.00,0.00,54,9,0.86,0.14,44,19,0.70,0.30,63,0,1.00,0.00,63,0,1.00,0.00,33,30,0.52,0.48,47,16,0.75,0.25,34,29,0.54,0.46,33,30,0.52,0.48,434,133,0.74,0.23
little_char_501_b.png,b,,65,31,0.68,0.32,85,11,0.89,0.11,96,0,1.00,0.00,52,44,0.54,0.46,76,20,0.79,0.21,91,5,0.95,0.05,69,27,0.72,0.28,60,36,0.62,0.38,46,50,0.48,0.52,640,224,0.70,0.25
little_char_410_o.png,o,,432,0,1.00,0.00,410,22,0.95,0.05,432,0,1.00,0.00,367,65,0.85,0.15,310,122,0.72,0.28,432,0,1.00,0.00,431,1,1.00,0.00,409,23,0.95,0.05,432,0,1.00,0.00,3655,233,0.94,0.06
little_char_166_m.png,m,w,432,0,1.00,0.00,432,0,1.00,0.00,432,0,1.00,0.00,375,57,0.87,0.13,294,138,0.68,0.32,407,25,0.94,0.06,405,27,0.94,0.06,410,22,0.95,0.05,412,20,0.95,0.05,3599,289,0.93,0.07
little_char_123_m.png,m,,73,53,0.58,0.42,98,28,0.78,0.22,80,46,0.63,0.37,89,37,0.71,0.29,57,69,0.45,0.55,87,39,0.69,0.31,116,10,0.92,0.08,117,9,0.93,0.07,94,32,0.75,0.25,811,323,0.72,0.28
little_char_955_d.png,d,a,427,5,0.99,0.01,426,6,0.99,0.01,432,0,1.00,0.00,375,57,0.87,0.13,377,55,0.87,0.13,432,0,1.00,0.00,334,98,0.77,0.23,391,41,0.91,0.09,429,3,0.99,0.01,3623,265,0.93,0.07
little_char_527_v.png,v,,432,0,1.00,0.00,432,0,1.00,0.00,432,0,1.00,0.00,406,26,0.94,0.06,297,135,0.69,0.31,424,8,0.98,0.02,432,0,1.00,0.00,381,51,0.88,0.12,432,0,1.00,0.00,3668,220,0.94,0.06
little_char_4_f.png,f,,76,8,0.90,0.10,49,35,0.58,0.42,32,52,0.38,0.62,42,42,0.50,0.50,63,21,0.75,0.25,75,9,0.89,0.11,55,29,0.65,0.35,56,28,0.67,0.33,63,21,0.75,0.25,511,245,0.60,0.29
little_char_92_x.png,x,x,99,0,1.00,0.00,63,36,0.64,0.36,67,32,0.68,0.32,77,22,0.78,0.22,41,58,0.41,0.59,94,5,0.95,0.05,69,30,0.70,0.30,97,2,0.98,0.02,86,13,0.87,0.13,693,198,0.78,0.22
little_char_562_v.png,v,,408,0,1.00,0.00,408,0,1.00,0.00,407,1,1.00,0.00,362,46,0.89,0.11,302,106,0.74,0.26,408,0,1.00,0.00,407,1,1.00,0.00,317,91,0.78,0.22,408,0,1.00,0.00,3427,245,0.90,0.06
little_char_670_k.png,k,,69,41,0.63,0.37,110,0,1.00,0.00,110,0,1.00,0.00,67,43,0.61,0.39,54,56,0.49,0.51,80,30,0.73,0.27,93,17,0.85,0.15,57,53,0.52,0.48,88,22,0.80,0.20,728,262,0.69,0.25
little_char_1230_x.png,x,x,391,0,1.00,0.00,391,0,1.00,0.00,391,0,1.00,0.00,371,20,0.95,0.05,320,71,0.82,0.18,391,0,1.00,0.00,359,32,0.92,0.08,340,51,0.87,0.13,391,0,1.00,0.00,3345,174,0.89,0.05
little_char_1321_b.png,b,b,381,10,0.97,0.03,391,0,1.00,0.00,391,0,1.00,0.00,325,66,0.83,0.17,340,51,0.87,0.13,391,0,1.00,0.00,352,39,0.90,0.10,328,63,0.84,0.16,391,0,1.00,0.00,3290,229,0.90,0.06
little_char_168_b.png,b,,380,11,0.97,0.03,391,0,1.00,0.00,391,0,1.00,0.00,331,60,0.85,0.15,385,6,0.98,0.02,391,0,1.00,0.00,356,35,0.91,0.09,281,110,0.72,0.28,391,0,1.00,0.00,3297,222,0.88,0.06
little_char_369_p.png,p,p,54,16,0.77,0.23,35,35,0.50,0.50,26,44,0.37,0.63,31,39,0.44,0.56,39,31,0.56,0.44,49,21,0.70,0.30,26,44,0.37,0.63,70,0,1.00,0.00,70,0,1.00,0.00,400,230,0.56,0.32
little_char_1150_n.png,n,,414,0,1.00,0.00,393,21,0.95,0.05,414,0,1.00,0.00,350,64,0.85,0.15,306,108,0.74,0.26,414,0,1.00,0.00,414,0,1.00,0.00,414,0,1.00,0.00,414,0,1.00,0.00,3533,193,0.90,0.05
little_char_971_e.png,e,,72,27,0.73,0.27,42,57,0.42,0.58,91,8,0.92,0.08,51,48,0.52,0.48,72,27,0.73,0.27,99,0,1.00,0.00,65,34,0.66,0.34,65,34,0.66,0.34,68,31,0.69,0.31,625,266,0.68,0.29
little_char_700_g.png,g,,42,30,0.58,0.42,38,34,0.53,0.47,42,30,0.58,0.42,43,29,0.60,0.40,41,31,0.57,0.43,15,57,0.21,0.79,53,19,0.74,0.26,42,30,0.58,0.42,40,32,0.56,0.44,356,292,0.47,0.39
little_char_602_w.png,w,,431,1,1.00,0.00,432,0,1.00,0.00,429,3,0.99,0.01,389,43,0.90,0.10,364,68,0.84,0.16,385,47,0.89,0.11,422,10,0.98,0.02,336,96,0.78,0.22,407,25,0.94,0.06,3595,293,0.91,0.07
little_char_374_b.png,b,,49,39,0.56,0.44,88,0,1.00,0.00,88,0,1.00,0.00,45,43,0.51,0.49,83,5,0.94,0.06,88,0,1.00,0.00,33,55,0.38,0.62,29,59,0.33,0.67,47,41,0.53,0.47,550,242,0.69,0.31
little_char_296_w.png,w,,74,17,0.81,0.19,69,22,0.76,0.24,87,4,0.96,0.04,66,25,0.73,0.27,47,44,0.52,0.48,48,43,0.53,0.47,55,36,0.60,0.40,43,48,0.47,0.53,75,16,0.82,0.18,564,255,0.63,0.28
little_char_1242_d.png,d,,100,0,1.00,0.00,100,0,1.00,0.00,72,28,0.72,0.28,77,23,0.77,0.23,66,34,0.66,0.34,65,35,0.65,0.35,63,37,0.63,0.37,65,35,0.65,0.35,77,23,0.77,0.23,685,215,0.76,0.24
little_char_1251_n.png,n,,408,0,1.00,0.00,408,0,1.00,0.00,408,0,1.00,0.00,362,46,0.89,0.11,307,101,0.75,0.25,408,0,1.00,0.00,384,24,0.94,0.06,373,35,0.91,0.09,408,0,1.00,0.00,3466,206,0.91,0.05
little_char_838_m.png,m,,431,1,1.00,0.00,432,0,1.00,0.00,432,0,1.00,0.00,369,63,0.85,0.15,276,156,0.64,0.36,432,0,1.00,0.00,398,34,0.92,0.08,370,62,0.86,0.14,417,15,0.97,0.03,3557,331,0.91,0.09
little_char_171_t.png,t,,391,0,1.00,0.00,376,15,0.96,0.04,391,0,1.00,0.00,364,27,0.93,0.07,337,54,0.86,0.14,391,0,1.00,0.00,348,43,0.89,0.11,358,33,0.92,0.08,391,0,1.00,0.00,3347,172,0.89,0.05
little_char_1100_u.png,u,u,407,7,0.98,0.02,395,19,0.95,0.05,414,0,1.00,0.00,337,77,0.81,0.19,338,76,0.82,0.18,414,0,1.00,0.00,407,7,0.98,0.02,391,23,0.94,0.06,414,0,1.00,0.00,3517,209,0.92,0.05
little_char_1145_u.png,u,,54,27,0.67,0.33,81,0,1.00,0.00,52,29,0.64,0.36,47,34,0.58,0.42,81,0,1.00,0.00,49,32,0.60,0.40,55,26,0.68,0.32,43,38,0.53,0.47,51,30,0.63,0.37,513,216,0.68,0.29
little_char_1126_a.png,a,a,407,1,1.00,0.00,408,0,1.00,0.00,407,1,1.00,0.00,352,56,0.86,0.14,338,70,0.83,0.17,408,0,1.00,0.00,363,45,0.89,0.11,312,96,0.76,0.24,408,0,1.00,0.00,3403,269,0.89,0.07
little_char_1113_h.png,h,,74,52,0.59,0.41,122,4,0.97,0.03,126,0,1.00,0.00,70,56,0.56,0.44,85,41,0.67,0.33,66,60,0.52,0.48,80,46,0.63,0.37,112,14,0.89,0.11,84,42,0.67,0.33,819,315,0.68,0.26
little_char_575_x.png,x,,96,14,0.87,0.13,100,10,0.91,0.09,74,36,0.67,0.33,69,41,0.63,0.37,58,52,0.53,0.47,109,1,0.99,0.01,70,40,0.64,0.36,79,31,0.72,0.28,100,10,0.91,0.09,755,235,0.74,0.23
little_char_159_x.png,x,x,70,18,0.80,0.20,78,10,0.89,0.11,50,38,0.57,0.43,62,26,0.70,0.30,24,64,0.27,0.73,87,1,0.99,0.01,51,37,0.58,0.42,66,22,0.75,0.25,62,26,0.70,0.30,550,242,0.63,0.28
little_char_687_w.png,w,,80,24,0.77,0.23,80,24,0.77,0.23,87,17,0.84,0.16,82,22,0.79,0.21,56,48,0.54,0.46,67,37,0.64,0.36,61,43,0.59,0.41,59,45,0.57,0.43,58,46,0.56,0.44,630,306,0.66,0.32
little_char_430_j.png,j,,48,0,1.00,0.00,48,0,1.00,0.00,22,26,0.46,0.54,31,17,0.65,0.35,46,2,0.96,0.04,20,28,0.42,0.58,45,3,0.94,0.06,23,25,0.48,0.52,13,35,0.27,0.73,296,136,0.59,0.27
little_char_136_v.png,v,,45,19,0.70,0.30,64,0,1.00,0.00,32,32,0.50,0.50,33,31,0.52,0.48,33,31,0.52,0.48,46,18,0.72,0.28,61,3,0.95,0.05,32,32,0.50,0.50,64,0,1.00,0.00,410,166,0.66,0.27
little_char_608_k.png,k,,83,37,0.69,0.31,120,0,1.00,0.00,120,0,1.00,0.00,62,58,0.52,0.48,64,56,0.53,0.47,100,20,0.83,0.17,53,67,0.44,0.56,80,40,0.67,0.33,90,30,0.75,0.25,772,308,0.71,0.29
little_char_173_v.png,v,,390,1,1.00,0.00,388,3,0.99,0.01,373,18,0.95,0.05,385,6,0.98,0.02,332,59,0.85,0.15,293,98,0.75,0.25,391,0,1.00,0.00,278,113,0.71,0.29,391,0,1.00,0.00,3221,298,0.86,0.08
little_char_807_x.png,x,,432,0,1.00,0.00,432,0,1.00,0.00,431,1,1.00,0.00,395,37,0.91,0.09,374,58,0.87,0.13,432,0,1.00,0.00,389,43,0.90,0.10,377,55,0.87,0.13,432,0,1.00,0.00,3694,194,0.95,0.05
little_char_1102_w.png,w,,431,1,1.00,0.00,432,0,1.00,0.00,429,3,0.99,0.01,367,65,0.85,0.15,314,118,0.73,0.27,358,74,0.83,0.17,422,10,0.98,0.02,371,61,0.86,0.14,422,10,0.98,0.02,3546,342,0.90,0.09
little_char_975_a.png,a,,84,26,0.76,0.24,70,40,0.64,0.36,75,35,0.68,0.32,68,42,0.62,0.38,80,30,0.73,0.27,53,57,0.48,0.52,110,0,1.00,0.00,105,5,0.95,0.05,73,37,0.66,0.34,718,272,0.68,0.26
little_char_789_j.png,j,,72,0,1.00,0.00,33,39,0.46,0.54,68,4,0.94,0.06,66,6,0.92,0.08,63,9,0.88,0.12,45,27,0.62,0.38,46,26,0.64,0.36,43,29,0.60,0.40,34,38,0.47,0.53,470,178,0.68,0.26
little_char_356_r.png,r,,70,29,0.71,0.29,68,31,0.69,0.31,64,35,0.65,0.35,48,51,0.48,0.52,99,0,1.00,0.00,99,0,1.00,0.00,56,43,0.57,0.43,99,0,1.00,0.00,99,0,1.00,0.00,702,189,0.73,0.20
little_char_1203_d.png,d,a,88,0,1.00,0.00,88,0,1.00,0.00,56,32,0.64,0.36,82,6,0.93,0.07,62,26,0.70,0.30,41,47,0.47,0.53,48,40,0.55,0.45,58,30,0.66,0.34,53,35,0.60,0.40,576,216,0.71,0.26
little_char_390_p.png,p,p,76,12,0.86,0.14,46,42,0.52,0.48,43,45,0.49,0.51,37,51,0.42,0.58,49,39,0.56,0.44,68,20,0.77,0.23,45,43,0.51,0.49,88,0,1.00,0.00,88,0,1.00,0.00,540,252,0.62,0.29
little_char_787_a.png,a,,71,25,0.74,0.26,49,47,0.51,0.49,77,19,0.80,0.20,72,24,0.75,0.25,85,11,0.89,0.11,53,43,0.55,0.45,70,26,0.73,0.27,54,42,0.56,0.44,57,39,0.59,0.41,588,276,0.63,0.29
little_char_313_a.png,a,,65,23,0.74,0.26,53,35,0.60,0.40,83,5,0.94,0.06,54,34,0.61,0.39,88,0,1.00,0.00,46,42,0.52,0.48,64,24,0.73,0.27,49,39,0.56,0.44,50,38,0.57,0.43,552,240,0.70,0.30
little_char_551_j.png,j,,391,0,1.00,0.00,377,14,0.96,0.04,391,0,1.00,0.00,369,22,0.94,0.06,327,64,0.84,0.16,391,0,1.00,0.00,378,13,0.97,0.03,324,67,0.83,0.17,391,0,1.00,0.00,3339,180,0.89,0.05
little_char_514_j.png,j,,432,0,1.00,0.00,417,15,0.97,0.03,432,0,1.00,0.00,417,15,0.97,0.03,364,68,0.84,0.16,432,0,1.00,0.00,401,31,0.93,0.07,365,67,0.84,0.16,425,7,0.98,0.02,3685,203,0.95,0.05
little_char_1404_x.png,x,a,428,4,0.99,0.01,411,21,0.95,0.05,432,0,1.00,0.00,432,0,1.00,0.00,283,149,0.66,0.34,432,0,1.00,0.00,432,0,1.00,0.00,388,44,0.90,0.10,432,0,1.00,0.00,3670,218,0.94,0.06
little_char_877_b.png,b,,93,17,0.85,0.15,100,10,0.91,0.09,110,0,1.00,0.00,99,11,0.90,0.10,60,50,0.55,0.45,87,23,0.79,0.21,70,40,0.64,0.36,59,51,0.54,0.46,67,43,0.61,0.39,745,245,0.75,0.25
little_char_87_p.png,p,,72,5,0.94,0.06,42,35,0.55,0.45,34,43,0.44,0.56,35,42,0.45,0.55,47,30,0.61,0.39,63,14,0.82,0.18,31,46,0.40,0.60,77,0,1.00,0.00,77,0,1.00,0.00,478,215,0.61,0.27
little_char_897_p.png,p,,387,27,0.93,0.07,315,99,0.76,0.24,414,0,1.00,0.00,341,73,0.82,0.18,405,9,0.98,0.02,414,0,1.00,0.00,401,13,0.97,0.03,414,0,1.00,0.00,414,0,1.00,0.00,3505,221,0.90,0.06
little_char_750_o.png,o,,39,17,0.70,0.30,22,34,0.39,0.61,43,13,0.77,0.23,28,28,0.50,0.50,56,0,1.00,0.00,23,33,0.41,0.59,39,17,0.70,0.30,24,32,0.43,0.57,25,31,0.45,0.55,299,205,0.57,0.39
little_char_409_j.png,j,,414,0,1.00,0.00,388,26,0.94,0.06,414,0,1.00,0.00,361,53,0.87,0.13,352,62,0.85,0.15,414,0,1.00,0.00,392,22,0.95,0.05,404,10,0.98,0.02,414,0,1.00,0.00,3553,173,0.93,0.05
little_char_715_x.png,x,y,42,28,0.60,0.40,67,3,0.96,0.04,36,34,0.51,0.49,43,27,0.61,0.39,29,41,0.41,0.59,66,4,0.94,0.06,42,28,0.60,0.40,31,39,0.44,0.56,56,14,0.80,0.20,412,218,0.62,0.33
little_char_667_v.png,v,v,391,0,1.00,0.00,365,26,0.93,0.07,391,0,1.00,0.00,391,0,1.00,0.00,237,154,0.61,0.39,388,3,0.99,0.01,391,0,1.00,0.00,313,78,0.80,0.20,391,0,1.00,0.00,3258,261,0.87,0.07
little_char_134_p.png,p,r,408,6,0.99,0.01,397,17,0.96,0.04,414,0,1.00,0.00,325,89,0.79,0.21,356,58,0.86,0.14,414,0,1.00,0.00,376,38,0.91,0.09,414,0,1.00,0.00,414,0,1.00,0.00,3518,208,0.92,0.05
little_char_407_e.png,e,e,432,0,1.00,0.00,432,0,1.00,0.00,432,0,1.00,0.00,327,105,0.76,0.24,364,68,0.84,0.16,432,0,1.00,0.00,392,40,0.91,0.09,404,28,0.94,0.06,427,5,0.99,0.01,3642,246,0.94,0.06
little_char_566_a.png,a,o,68,22,0.76,0.24,54,36,0.60,0.40,68,22,0.76,0.24,56,34,0.62,0.38,88,2,0.98,0.02,43,47,0.48,0.52,75,15,0.83,0.17,62,28,0.69,0.31,47,43,0.52,0.48,561,249,0.63,0.28
little_char_144_y.png,y,,408,0,1.00,0.00,331,77,0.81,0.19,403,5,0.99,0.01,405,3,0.99,0.01,340,68,0.83,0.17,357,51,0.88,0.12,408,0,1.00,0.00,340,68,0.83,0.17,384,24,0.94,0.06,3376,296,0.88,0.08
little_char_669_y.png,y,a,417,15,0.97,0.03,413,19,0.96,0.04,432,0,1.00,0.00,380,52,0.88,0.12,290,142,0.67,0.33,432,0,1.00,0.00,409,23,0.95,0.05,326,106,0.75,0.25,432,0,1.00,0.00,3531,357,0.90,0.09
little_char_1163_e.png,e,o,66,15,0.81,0.19,50,31,0.62,0.38,39,42,0.48,0.52,33,48,0.41,0.59,48,33,0.59,0.41,59,22,0.73,0.27,58,23,0.72,0.28,47,34,0.58,0.42,66,15,0.81,0.19,466,263,0.57,0.32
little_char_109_p.png,p,f,86,2,0.98,0.02,48,40,0.55,0.45,39,49,0.44,0.56,49,39,0.56,0.44,47,41,0.53,0.47,77,11,0.88,0.12,56,32,0.64,0.36,71,17,0.81,0.19,88,0,1.00,0.00,561,231,0.62,0.25
little_char_352_e.png,e,,54,18,0.75,0.25,32,40,0.44,0.56,64,8,0.89,0.11,26,46,0.36,0.64,49,23,0.68,0.32,72,0,1.00,0.00,47,25,0.65,0.35,43,29,0.60,0.40,45,27,0.62,0.38,432,216,0.62,0.31
little_char_13_x.png,x,,78,21,0.79,0.21,80,19,0.81,0.19,41,58,0.41,0.59,80,19,0.81,0.19,28,71,0.28,0.72,97,2,0.98,0.02,55,44,0.56,0.44,70,29,0.71,0.29,88,11,0.89,0.11,617,274,0.67,0.30
little_char_184_n.png,n,l,70,2,0.97,0.03,42,30,0.58,0.42,36,36,0.50,0.50,22,50,0.31,0.69,64,8,0.89,0.11,41,31,0.57,0.43,49,23,0.68,0.32,72,0,1.00,0.00,44,28,0.61,0.39,440,208,0.63,0.30
little_char_1041_p.png,p,p,36,14,0.72,0.28,9,41,0.18,0.82,12,38,0.24,0.76,20,30,0.40,0.60,17,33,0.34,0.66,28,22,0.56,0.44,22,28,0.44,0.56,31,19,0.62,0.38,50,0,1.00,0.00,225,225,0.43,0.43
little_char_555_n.png,n,,386,5,0.99,0.01,384,7,0.98,0.02,391,0,1.00,0.00,313,78,0.80,0.20,332,59,0.85,0.15,391,0,1.00,0.00,377,14,0.96,0.04,378,13,0.97,0.03,391,0,1.00,0.00,3343,176,0.89,0.05
little_char_278_y.png,y,,421,11,0.97,0.03,378,54,0.88,0.12,432,0,1.00,0.00,428,4,0.99,0.01,287,145,0.66,0.34,432,0,1.00,0.00,416,16,0.96,0.04,324,108,0.75,0.25,419,13,0.97,0.03,3537,351,0.91,0.09
little_char_546_s.png,s,s,78,2,0.97,0.03,32,48,0.40,0.60,42,38,0.53,0.47,79,1,0.99,0.01,37,43,0.46,0.54,79,1,0.99,0.01,44,36,0.55,0.45,41,39,0.51,0.49,55,25,0.69,0.31,487,233,0.59,0.28
little_char_350_p.png,p,,82,14,0.85,0.15,52,44,0.54,0.46,52,44,0.54,0.46,43,53,0.45,0.55,76,20,0.79,0.21,75,21,0.78,0.22,58,38,0.60,0.40,96,0,1.00,0.00,96,0,1.00,0.00,630,234,0.70,0.26
little_char_118_x.png,x,x,95,25,0.79,0.21,106,14,0.88,0.12,72,48,0.60,0.40,94,26,0.78,0.22,53,67,0.44,0.56,120,0,1.00,0.00,70,50,0.58,0.42,62,58,0.52,0.48,120,0,1.00,0.00,792,288,0.67,0.24
little_char_1351_x.png,x,x,37,26,0.59,0.41,58,5,0.92,0.08,37,26,0.59,0.41,53,10,0.84,0.16,2,61,0.03,0.97,51,12,0.81,0.19,37,26,0.59,0.41,57,6,0.90,0.10,37,26,0.59,0.41,369,198,0.62,0.33
little_char_948_e.png,e,,54,18,0.75,0.25,28,44,0.39,0.61,41,31,0.57,0.43,33,39,0.46,0.54,45,27,0.62,0.38,65,7,0.90,0.10,56,16,0.78,0.22,40,32,0.56,0.44,43,29,0.60,0.40,405,243,0.56,0.34
little_char_559_t.png,t,,411,3,0.99,0.01,382,32,0.92,0.08,414,0,1.00,0.00,394,20,0.95,0.05,263,151,0.64,0.36,398,16,0.96,0.04,412,2,1.00,0.00,374,40,0.90,0.10,412,2,1.00,0.00,3460,266,0.90,0.07
little_char_269_q.png,q,,408,0,1.00,0.00,303,105,0.74,0.26,385,23,0.94,0.06,408,0,1.00,0.00,286,122,0.70,0.30,408,0,1.00,0.00,408,0,1.00,0.00,389,19,0.95,0.05,408,0,1.00,0.00,3403,269,0.89,0.07
little_char_1085_c.png,c,,41,4,0.91,0.09,15,30,0.33,0.67,41,4,0.91,0.09,21,24,0.47,0.53,41,4,0.91,0.09,45,0,1.00,0.00,23,22,0.51,0.49,24,21,0.53,0.47,27,18,0.60,0.40,278,127,0.61,0.28
little_char_1020_f.png,f,,405,3,0.99,0.01,341,67,0.84,0.16,408,0,1.00,0.00,359,49,0.88,0.12,348,60,0.85,0.15,408,0,1.00,0.00,375,33,0.92,0.08,335,73,0.82,0.18,408,0,1.00,0.00,3387,285,0.89,0.08
little_char_739_q.png,q,g,43,34,0.56,0.44,44,33,0.57,0.43,21,56,0.27,0.73,59,18,0.77,0.23,18,59,0.23,0.77,33,44,0.43,0.57,75,2,0.97,0.03,29,48,0.38,0.62,76,1,0.99,0.01,398,295,0.53,0.39
