Image,Expected_Letter,Ocp_Letter,White_0_0,Black_0_0,White_Density_0_0,Black_Density_0_0,White_0_1,Black_0_1,White_Density_0_1,Black_Density_0_1,White_0_2,Black_0_2,White_Density_0_2,Black_Density_0_2,White_1_0,Black_1_0,White_Density_1_0,Black_Density_1_0,White_1_1,Black_1_1,White_Density_1_1,Black_Density_1_1,White_1_2,Black_1_2,White_Density_1_2,Black_Density_1_2,White_2_0,Black_2_0,White_Density_2_0,Black_Density_2_0,White_2_1,Black_2_1,White_Density_2_1,Black_Density_2_1,White_2_2,Black_2_2,White_Density_2_2,Black_Density_2_2,Total_White_Pixels,Total_Black_Pixels,Total_White_Density,Total_Black_Density
big_char_670_E.png,E,,389,25,0.94,0.06,327,87,0.79,0.21,414,0,1.00,0.00,383,31,0.93,0.07,279,135,0.67,0.33,408,6,0.99,0.01,364,50,0.88,0.12,354,60,0.86,0.14,414,0,1.00,0.00,3332,394,0.87,0.10
big_char_1154_P.png,P,,63,17,0.79,0.21,45,35,0.56,0.44,42,38,0.53,0.47,26,54,0.33,0.68,49,31,0.61,0.39,42,38,0.53,0.47,42,38,0.53,0.47,80,0,1.00,0.00,80,0,1.00,0.00,469,251,0.61,0.32
big_char_8_T.png,T,F,60,39,0.61,0.39,42,57,0.42,0.58,56,43,0.57,0.43,99,0,1.00,0.00,54,45,0.55,0.45,99,0,1.00,0.00,95,4,0.96,0.04,69,30,0.70,0.30,99,0,1.00,0.00,673,218,0.68,0.22
big_char_403_K.png,K,L,100,69,0.59,0.41,167,2,0.99,0.01,147,22,0.87,0.13,97,72,0.57,0.43,80,89,0.47,0.53,143,26,0.85,0.15,109,60,0.64,0.36,101,68,0.60,0.40,124,45,0.73,0.27,1068,453,0.67,0.28
big_char_527_O.png,O,O,68,32,0.68,0.32,65,35,0.65,0.35,83,17,0.83,0.17,47,53,0.47,0.53,100,0,1.00,0.00,50,50,0.50,0.50,80,20,0.80,0.20,58,42,0.58,0.42,55,45,0.55,0.45,606,294,0.63,0.31
big_char_97_Q.png,Q,Q,432,0,1.00,0.00,337,95,0.78,0.22,412,20,0.95,0.05,432,0,1.00,0.00,259,173,0.60,0.40,329,103,0.76,0.24,424,8,0.98,0.02,424,8,0.98,0.02,421,11,0.97,0.03,3470,418,0.89,0.11
big_char_544_L.png,L,,411,3,0.99,0.01,414,0,1.00,0.00,402,12,0.97,0.03,321,93,0.78,0.22,392,22,0.95,0.05,414,0,1.00,0.00,387,27,0.93,0.07,345,69,0.83,0.17,412,2,1.00,0.00,3498,228,0.91,0.06
big_char_871_Y.png,Y,,113,30,0.79,0.21,131,12,0.92,0.08,105,38,0.73,0.27,134,9,0.94,0.06,89,54,0.62,0.38,61,82,0.43,0.57,103,40,0.72,0.28,94,49,0.66,0.34,73,70,0.51,0.49,903,384,0.63,0.27
big_char_32_T.png,T,,77,53,0.59,0.41,66,64,0.51,0.49,76,54,0.58,0.42,110,20,0.85,0.15,101,29,0.78,0.22,130,0,1.00,0.00,91,39,0.70,0.30,130,0,1.00,0.00,130,0,1.00,0.00,911,259,0.71,0.20
big_char_834_N.png,N,,105,30,0.78,0.22,135,0,1.00,0.00,108,27,0.80,0.20,62,73,0.46,0.54,132,3,0.98,0.02,98,37,0.73,0.27,95,40,0.70,0.30,75,60,0.56,0.44,91,44,0.67,0.33,901,314,0.69,0.24
big_char_925_C.png,C,,411,21,0.95,0.05,366,66,0.85,0.15,432,0,1.00,0.00,366,66,0.85,0.15,430,2,1.00,0.00,427,5,0.99,0.01,420,12,0.97,0.03,348,84,0.81,0.19,429,3,0.99,0.01,3629,259,0.90,0.06
big_char_929_Y.png,Y,M,114,26,0.81,0.19,115,25,0.82,0.18,83,57,0.59,0.41,134,6,0.96,0.04,81,59,0.58,0.42,51,89,0.36,0.64,103,37,0.74,0.26,101,39,0.72,0.28,74,66,0.53,0.47,856,404,0.64,0.30
big_char_602_N.png,N,,114,21,0.84,0.16,95,40,0.70,0.30,116,19,0.86,0.14,87,48,0.64,0.36,95,40,0.70,0.30,95,40,0.70,0.30,99,36,0.73,0.27,88,47,0.65,0.35,103,32,0.76,0.24,892,323,0.68,0.25
big_char_296_N.png,N,F,403,5,0.99,0.01,408,0,1.00,0.00,408,0,1.00,0.00,306,102,0.75,0.25,328,80,0.80,0.20,408,0,1.00,0.00,343,65,0.84,0.16,305,103,0.75,0.25,408,0,1.00,0.00,3317,355,0.86,0.09
big_char_1037_V.png,V,A,417,15,0.97,0.03,432,0,1.00,0.00,431,1,1.00,0.00,348,84,0.81,0.19,344,88,0.80,0.20,431,1,1.00,0.00,422,10,0.98,0.02,372,60,0.86,0.14,432,0,1.00,0.00,3629,259,0.92,0.07
big_char_285_S.png,S,S,98,23,0.81,0.19,56,65,0.46,0.54,75,46,0.62,0.38,121,0,1.00,0.00,88,33,0.73,0.27,81,40,0.67,0.33,85,36,0.70,0.30,76,45,0.63,0.37,90,31,0.74,0.26,770,319,0.67,0.28
big_char_429_R.png,R,,106,37,0.74,0.26,88,55,0.62,0.38,107,36,0.75,0.25,47,96,0.33,0.67,90,53,0.63,0.37,137,6,0.96,0.04,106,37,0.74,0.26,95,48,0.66,0.34,101,42,0.71,0.29,877,410,0.66,0.31
big_char_1092_S.png,S,,82,18,0.82,0.18,39,61,0.39,0.61,63,37,0.63,0.37,100,0,1.00,0.00,60,40,0.60,0.40,93,7,0.93,0.07,65,35,0.65,0.35,61,39,0.61,0.39,59,41,0.59,0.41,622,278,0.67,0.30
big_char_304_E.png,E,,105,75,0.58,0.42,111,69,0.62,0.38,180,0,1.00,0.00,121,59,0.67,0.33,113,67,0.63,0.37,139,41,0.77,0.23,105,75,0.58,0.42,130,50,0.72,0.28,180,0,1.00,0.00,1184,436,0.71,0.26
big_char_1072_A.png,A,A,408,0,1.00,0.00,363,45,0.89,0.11,385,23,0.94,0.06,408,0,1.00,0.00,237,171,0.58,0.42,375,33,0.92,0.08,390,18,0.96,0.04,294,114,0.72,0.28,404,4,0.99,0.01,3264,408,0.86,0.11
big_char_1190_T.png,T,C,100,44,0.69,0.31,66,78,0.46,0.54,89,55,0.62,0.38,144,0,1.00,0.00,99,45,0.69,0.31,144,0,1.00,0.00,140,4,0.97,0.03,109,35,0.76,0.24,144,0,1.00,0.00,1035,261,0.76,0.19
big_char_220_A.png,A,,430,2,1.00,0.00,324,108,0.75,0.25,432,0,1.00,0.00,395,37,0.91,0.09,260,172,0.60,0.40,432,0,1.00,0.00,398,34,0.92,0.08,384,48,0.89,0.11,432,0,1.00,0.00,3487,401,0.88,0.10
big_char_387_T.png,T,,72,48,0.60,0.40,46,74,0.38,0.62,57,63,0.47,0.53,120,0,1.00,0.00,73,47,0.61,0.39,117,3,0.97,0.03,120,0,1.00,0.00,73,47,0.61,0.39,120,0,1.00,0.00,798,282,0.66,0.23
big_char_265_A.png,A,A,120,0,1.00,0.00,83,37,0.69,0.31,60,60,0.50,0.50,86,34,0.72,0.28,37,83,0.31,0.69,75,45,0.62,0.38,58,62,0.48,0.52,103,17,0.86,0.14,69,51,0.57,0.42,691,389,0.59,0.33
big_char_649_A.png,A,A,99,0,1.00,0.00,47,52,0.47,0.53,43,56,0.43,0.57,65,34,0.66,0.34,51,48,0.52,0.48,27,72,0.27,0.73,54,45,0.55,0.45,99,0,1.00,0.00,36,63,0.36,0.64,521,370,0.51,0.36
big_char_728_E.png,E,,432,0,1.00,0.00,363,69,0.84,0.16,418,14,0.97,0.03,432,0,1.00,0.00,273,159,0.63,0.37,428,4,0.99,0.01,417,15,0.97,0.03,258,174,0.60,0.40,412,20,0.95,0.05,3433,455,0.87,0.11
big_char_1393_D.png,D,D,416,16,0.96,0.04,416,16,0.96,0.04,431,1,1.00,0.00,411,21,0.95,0.05,304,128,0.70,0.30,372,60,0.86,0.14,400,32,0.93,0.07,341,91,0.79,0.21,432,0,1.00,0.00,3523,365,0.91,0.09
big_char_427_J.png,J,J,108,2,0.98,0.02,61,49,0.55,0.45,62,48,0.56,0.44,110,0,1.00,0.00,87,23,0.79,0.21,86,24,0.78,0.22,82,28,0.75,0.25,64,46,0.58,0.42,97,13,0.88,0.12,757,233,0.70,0.21
big_char_491_R.png,R,,406,8,0.98,0.02,331,83,0.80,0.20,392,22,0.95,0.05,321,93,0.78,0.22,321,93,0.78,0.22,414,0,1.00,0.00,354,60,0.86,0.14,322,92,0.78,0.22,414,0,1.00,0.00,3275,451,0.84,0.12
big_char_1271_F.png,F,F,76,34,0.69,0.31,66,44,0.60,0.40,77,33,0.70,0.30,45,65,0.41,0.59,70,40,0.64,0.36,90,20,0.82,0.18,60,50,0.55,0.45,110,0,1.00,0.00,110,0,1.00,0.00,704,286,0.69,0.28
big_char_1303_H.png,H,,97,35,0.73,0.27,132,0,1.00,0.00,91,41,0.69,0.31,65,67,0.49,0.51,74,58,0.56,0.44,85,47,0.64,0.36,73,59,0.55,0.45,128,4,0.97,0.03,103,29,0.78,0.22,848,340,0.71,0.29
big_char_1413_H.png,H,,100,43,0.70,0.30,141,2,0.99,0.01,79,64,0.55,0.45,68,75,0.48,0.52,57,86,0.40,0.60,99,44,0.69,0.31,102,41,0.71,0.29,103,40,0.72,0.28,121,22,0.85,0.15,870,417,0.68,0.32
big_char_631_V.png,V,,390,24,0.94,0.06,381,33,0.92,0.08,412,2,1.00,0.00,403,11,0.97,0.03,283,131,0.68,0.32,414,0,1.00,0.00,414,0,1.00,0.00,401,13,0.97,0.03,414,0,1.00,0.00,3512,214,0.92,0.06
big_char_750_R.png,R,R,137,43,0.76,0.24,83,97,0.46,0.54,180,0,1.00,0.00,59,121,0.33,0.67,148,32,0.82,0.18,180,0,1.00,0.00,156,24,0.87,0.13,135,45,0.75,0.25,122,58,0.68,0.32,1200,420,0.69,0.24
big_char_951_Y.png,Y,,363,28,0.93,0.07,346,45,0.88,0.12,368,23,0.94,0.06,357,34,0.91,0.09,212,179,0.54,0.46,391,0,1.00,0.00,386,5,0.99,0.01,304,87,0.78,0.22,391,0,1.00,0.00,3118,401,0.83,0.11
big_char_921_P.png,P,P,118,12,0.91,0.09,77,53,0.59,0.41,75,55,0.58,0.42,67,63,0.52,0.48,81,49,0.62,0.38,97,33,0.75,0.25,62,68,0.48,0.52,130,0,1.00,0.00,130,0,1.00,0.00,837,333,0.68,0.27
big_char_497_C.png,C,C,94,16,0.85,0.15,69,41,0.63,0.37,81,29,0.74,0.26,60,50,0.55,0.45,110,0,1.00,0.00,110,0,1.00,0.00,92,18,0.84,0.16,72,38,0.65,0.35,73,37,0.66,0.34,761,229,0.77,0.23
big_char_643_J.png,J,,411,3,0.99,0.01,335,79,0.81,0.19,383,31,0.93,0.07,407,7,0.98,0.02,324,90,0.78,0.22,414,0,1.00,0.00,404,10,0.98,0.02,307,107,0.74,0.26,414,0,1.00,0.00,3399,327,0.89,0.09
big_char_1309_T.png,T,T,90,42,0.68,0.32,61,71,0.46,0.54,94,38,0.71,0.29,106,26,0.80,0.20,113,19,0.86,0.14,132,0,1.00,0.00,113,19,0.86,0.14,122,10,0.92,0.08,132,0,1.00,0.00,963,225,0.79,0.18
big_char_787_K.png,K,K,71,61,0.54,0.46,90,42,0.68,0.32,111,21,0.84,0.16,31,101,0.23,0.77,125,7,0.95,0.05,132,0,1.00,0.00,70,62,0.53,0.47,83,49,0.63,0.37,95,37,0.72,0.28,808,380,0.68,0.32
big_char_160_R.png,R,Q,364,44,0.89,0.11,402,6,0.99,0.01,408,0,1.00,0.00,238,170,0.58,0.42,372,36,0.91,0.09,408,0,1.00,0.00,255,153,0.62,0.38,365,43,0.89,0.11,406,2,1.00,0.00,3218,454,0.84,0.12
big_char_542_J.png,J,E,406,26,0.94,0.06,408,24,0.94,0.06,408,24,0.94,0.06,429,3,0.99,0.01,309,123,0.72,0.28,432,0,1.00,0.00,403,29,0.93,0.07,358,74,0.83,0.17,432,0,1.00,0.00,3585,303,0.91,0.08
big_char_1351_Q.png,Q,,25,23,0.52,0.48,43,5,0.90,0.10,23,25,0.48,0.52,46,2,0.96,0.04,22,26,0.46,0.54,48,0,1.00,0.00,17,31,0.35,0.65,39,9,0.81,0.19,47,1,0.98,0.02,310,122,0.63,0.25
big_char_328_M.png,M,M,413,1,1.00,0.00,395,19,0.95,0.05,410,4,0.99,0.01,319,95,0.77,0.23,251,163,0.61,0.39,309,105,0.75,0.25,379,35,0.92,0.08,387,27,0.93,0.07,388,26,0.94,0.06,3251,475,0.85,0.12
big_char_1240_K.png,K,K,72,68,0.51,0.49,127,13,0.91,0.09,105,35,0.75,0.25,59,81,0.42,0.58,110,30,0.79,0.21,139,1,0.99,0.01,60,80,0.43,0.57,91,49,0.65,0.35,113,27,0.81,0.19,876,384,0.70,0.30
big_char_1364_N.png,N,,422,10,0.98,0.02,425,7,0.98,0.02,430,2,1.00,0.00,333,99,0.77,0.23,276,156,0.64,0.36,432,0,1.00,0.00,405,27,0.94,0.06,377,55,0.87,0.13,432,0,1.00,0.00,3532,356,0.91,0.09
big_char_864_C.png,C,C,81,29,0.74,0.26,64,46,0.58,0.42,110,0,1.00,0.00,63,47,0.57,0.43,110,0,1.00,0.00,110,0,1.00,0.00,85,25,0.77,0.23,57,53,0.52,0.48,64,46,0.58,0.42,744,246,0.71,0.23
big_char_193_K.png,K,,401,7,0.98,0.02,380,28,0.93,0.07,408,0,1.00,0.00,348,60,0.85,0.15,260,148,0.64,0.36,406,2,1.00,0.00,385,23,0.94,0.06,292,116,0.72,0.28,382,26,0.94,0.06,3262,410,0.85,0.11
big_char_789_R.png,R,,88,32,0.73,0.27,71,49,0.59,0.41,80,40,0.67,0.33,36,84,0.30,0.70,57,63,0.47,0.53,115,5,0.96,0.04,58,62,0.48,0.52,95,25,0.79,0.21,98,22,0.82,0.18,698,382,0.61,0.34
big_char_968_K.png,K,A,412,20,0.95,0.05,415,17,0.96,0.04,432,0,1.00,0.00,324,108,0.75,0.25,307,125,0.71,0.29,432,0,1.00,0.00,339,93,0.78,0.22,346,86,0.80,0.20,432,0,1.00,0.00,3439,449,0.86,0.11
big_char_676_U.png,U,U,377,14,0.96,0.04,377,14,0.96,0.04,379,12,0.97,0.03,318,73,0.81,0.19,317,74,0.81,0.19,381,10,0.97,0.03,361,30,0.92,0.08,299,92,0.76,0.24,391,0,1.00,0.00,3200,319,0.85,0.08
big_char_138_A.png,A,,121,0,1.00,0.00,71,50,0.59,0.41,67,54,0.55,0.45,88,33,0.73,0.27,57,64,0.47,0.53,58,63,0.48,0.52,83,38,0.69,0.31,121,0,1.00,0.00,81,40,0.67,0.33,747,342,0.69,0.31
big_char_1043_M.png,M,M,385,23,0.94,0.06,341,67,0.84,0.16,408,0,1.00,0.00,326,82,0.80,0.20,195,213,0.48,0.52,406,2,1.00,0.00,399,9,0.98,0.02,370,38,0.91,0.09,405,3,0.99,0.01,3235,437,0.85,0.11
big_char_1399_N.png,N,,432,0,1.00,0.00,401,31,0.93,0.07,430,2,1.00,0.00,367,65,0.85,0.15,256,176,0.59,0.41,410,22,0.95,0.05,410,22,0.95,0.05,414,18,0.96,0.04,432,0,1.00,0.00,3552,336,0.91,0.09
big_char_1323_L.png,L,,390,1,1.00,0.00,391,0,1.00,0.00,388,3,0.99,0.01,296,95,0.76,0.24,391,0,1.00,0.00,391,0,1.00,0.00,336,55,0.86,0.14,293,98,0.75,0.25,391,0,1.00,0.00,3267,252,0.87,0.07
big_char_46_X.png,X,X,107,23,0.82,0.18,91,39,0.70,0.30,89,41,0.68,0.32,120,10,0.92,0.08,39,91,0.30,0.70,130,0,1.00,0.00,74,56,0.57,0.43,97,33,0.75,0.25,123,7,0.95,0.05,870,300,0.72,0.25
big_char_708_V.png,V,,428,4,0.99,0.01,405,27,0.94,0.06,416,16,0.96,0.04,345,87,0.80,0.20,335,97,0.78,0.22,432,0,1.00,0.00,415,17,0.96,0.04,373,59,0.86,0.14,432,0,1.00,0.00,3581,307,0.90,0.08
big_char_840_B.png,B,,391,0,1.00,0.00,286,105,0.73,0.27,391,0,1.00,0.00,343,48,0.88,0.12,280,111,0.72,0.28,391,0,1.00,0.00,330,61,0.84,0.16,275,116,0.70,0.30,391,0,1.00,0.00,3078,441,0.82,0.12
big_char_1375_F.png,F,F,65,35,0.65,0.35,56,44,0.56,0.44,62,38,0.62,0.38,40,60,0.40,0.60,58,42,0.58,0.42,87,13,0.87,0.13,54,46,0.54,0.46,100,0,1.00,0.00,100,0,1.00,0.00,622,278,0.63,0.28
big_char_311_H.png,H,,57,51,0.53,0.47,108,0,1.00,0.00,60,48,0.56,0.44,37,71,0.34,0.66,65,43,0.60,0.40,58,50,0.54,0.46,62,46,0.57,0.43,86,22,0.80,0.20,51,57,0.47,0.53,584,388,0.56,0.37
big_char_1176_A.png,A,,98,10,0.91,0.09,63,45,0.58,0.42,60,48,0.56,0.44,54,54,0.50,0.50,63,45,0.58,0.42,45,63,0.42,0.58,74,34,0.69,0.31,108,0,1.00,0.00,60,48,0.56,0.44,625,347,0.63,0.35
big_char_1115_B.png,B,R,130,0,1.00,0.00,76,54,0.58,0.42,67,63,0.52,0.48,111,19,0.85,0.15,79,51,0.61,0.39,65,65,0.50,0.50,63,67,0.48,0.52,96,34,0.74,0.26,61,69,0.47,0.53,748,422,0.57,0.32
big_char_48_W.png,W,,132,48,0.73,0.27,145,35,0.81,0.19,159,21,0.88,0.12,143,37,0.79,0.21,123,57,0.68,0.32,108,72,0.60,0.40,143,37,0.79,0.21,117,63,0.65,0.35,98,82,0.54,0.46,1168,452,0.69,0.27
big_char_776_G.png,G,G,131,25,0.84,0.16,117,39,0.75,0.25,113,43,0.72,0.28,100,56,0.64,0.36,112,44,0.72,0.28,84,72,0.54,0.46,147,9,0.94,0.06,118,38,0.76,0.24,94,62,0.60,0.40,1016,388,0.67,0.26
big_char_1017_R.png,R,,409,5,0.99,0.01,332,82,0.80,0.20,414,0,1.00,0.00,330,84,0.80,0.20,308,106,0.74,0.26,414,0,1.00,0.00,367,47,0.89,0.11,327,87,0.79,0.21,402,12,0.97,0.03,3303,423,0.85,0.11
big_char_302_U.png,U,,430,2,1.00,0.00,418,14,0.97,0.03,416,16,0.96,0.04,388,44,0.90,0.10,337,95,0.78,0.22,415,17,0.96,0.04,426,6,0.99,0.01,313,119,0.72,0.28,428,4,0.99,0.01,3571,317,0.92,0.08
big_char_16_T.png,T,T,89,54,0.62,0.38,73,70,0.51,0.49,96,47,0.67,0.33,128,15,0.90,0.10,116,27,0.81,0.19,143,0,1.00,0.00,111,32,0.78,0.22,143,0,1.00,0.00,143,0,1.00,0.00,1042,245,0.77,0.18
big_char_177_J.png,J,,136,8,0.94,0.06,69,75,0.48,0.52,90,54,0.62,0.38,125,19,0.87,0.13,98,46,0.68,0.32,141,3,0.98,0.02,104,40,0.72,0.28,77,67,0.53,0.47,137,7,0.95,0.05,977,319,0.71,0.23
big_char_810_N.png,N,,432,0,1.00,0.00,400,32,0.93,0.07,429,3,0.99,0.01,354,78,0.82,0.18,306,126,0.71,0.29,369,63,0.85,0.15,389,43,0.90,0.10,397,35,0.92,0.08,428,4,0.99,0.01,3504,384,0.90,0.10
big_char_1360_J.png,J,J,87,21,0.81,0.19,55,53,0.51,0.49,71,37,0.66,0.34,103,5,0.95,0.05,78,30,0.72,0.28,94,14,0.87,0.13,60,48,0.56,0.44,67,41,0.62,0.38,95,13,0.88,0.12,710,262,0.70,0.26
big_char_1373_W.png,W,,400,8,0.98,0.02,408,0,1.00,0.00,392,16,0.96,0.04,345,63,0.85,0.15,279,129,0.68,0.32,348,60,0.85,0.15,401,7,0.98,0.02,354,54,0.87,0.13,393,15,0.96,0.04,3320,352,0.87,0.09
big_char_836_Z.png,Z,,114,29,0.80,0.20,95,48,0.66,0.34,67,76,0.47,0.53,116,27,0.81,0.19,45,98,0.31,0.69,97,46,0.68,0.32,118,25,0.83,0.17,72,71,0.50,0.50,100,43,0.70,0.30,824,463,0.61,0.34
big_char_457_B.png,B,K,106,20,0.84,0.16,69,57,0.55,0.45,60,66,0.48,0.52,64,62,0.51,0.49,57,69,0.45,0.55,99,27,0.79,0.21,51,75,0.40,0.60,90,36,0.71,0.29,76,50,0.60,0.40,672,462,0.55,0.38
big_char_389_M.png,M,,106,44,0.71,0.29,99,51,0.66,0.34,78,72,0.52,0.48,100,50,0.67,0.33,65,85,0.43,0.57,95,55,0.63,0.37,111,39,0.74,0.26,127,23,0.85,0.15,114,36,0.76,0.24,895,455,0.63,0.32
big_char_1156_S.png,S,S,103,29,0.78,0.22,78,54,0.59,0.41,110,22,0.83,0.17,132,0,1.00,0.00,101,31,0.77,0.23,107,25,0.81,0.19,89,43,0.67,0.33,92,40,0.70,0.30,73,59,0.55,0.45,885,303,0.72,0.25
big_char_745_H.png,H,K,102,38,0.73,0.27,120,20,0.86,0.14,122,18,0.87,0.13,87,53,0.62,0.38,89,51,0.64,0.36,75,65,0.54,0.46,113,27,0.81,0.19,140,0,1.00,0.00,40,100,0.29,0.71,888,372,0.66,0.28
big_char_501_Z.png,Z,Z,140,16,0.90,0.10,79,77,0.51,0.49,141,15,0.90,0.10,99,57,0.63,0.37,74,82,0.47,0.53,148,8,0.95,0.05,100,56,0.64,0.36,109,47,0.70,0.30,111,45,0.71,0.29,1001,403,0.68,0.27
big_char_1273_E.png,E,P,89,31,0.74,0.26,54,66,0.45,0.55,83,37,0.69,0.31,79,41,0.66,0.34,65,55,0.54,0.46,87,33,0.72,0.28,68,52,0.57,0.43,83,37,0.69,0.31,102,18,0.85,0.15,710,370,0.58,0.30
big_char_473_T.png,T,,95,48,0.66,0.34,61,82,0.43,0.57,86,57,0.60,0.40,143,0,1.00,0.00,92,51,0.64,0.36,143,0,1.00,0.00,138,5,0.97,0.03,103,40,0.72,0.28,143,0,1.00,0.00,1004,283,0.70,0.20
big_char_84_M.png,M,,86,57,0.60,0.40,88,55,0.62,0.38,123,20,0.86,0.14,67,76,0.47,0.53,52,91,0.36,0.64,62,81,0.43,0.57,101,42,0.71,0.29,135,8,0.94,0.06,99,44,0.69,0.31,813,474,0.60,0.35
big_char_51_A.png,A,A,432,0,1.00,0.00,356,76,0.82,0.18,421,11,0.97,0.03,427,5,0.99,0.01,223,209,0.52,0.48,421,11,0.97,0.03,402,30,0.93,0.07,359,73,0.83,0.17,415,17,0.96,0.04,3456,432,0.89,0.11
big_char_1028_P.png,P,P,92,25,0.79,0.21,75,42,0.64,0.36,58,59,0.50,0.50,46,71,0.39,0.61,85,32,0.73,0.27,81,36,0.69,0.31,71,46,0.61,0.39,117,0,1.00,0.00,117,0,1.00,0.00,742,311,0.66,0.27
big_char_195_M.png,M,M,389,2,0.99,0.01,385,6,0.98,0.02,389,2,0.99,0.01,322,69,0.82,0.18,224,167,0.57,0.43,337,54,0.86,0.14,359,32,0.92,0.08,358,33,0.92,0.08,345,46,0.88,0.12,3108,411,0.83,0.11
big_char_1382_M.png,M,,107,36,0.75,0.25,81,62,0.57,0.43,107,36,0.75,0.25,62,81,0.43,0.57,60,83,0.42,0.58,76,67,0.53,0.47,104,39,0.73,0.27,128,15,0.90,0.10,105,38,0.73,0.27,830,457,0.64,0.36
big_char_6_M.png,M,,105,27,0.80,0.20,69,63,0.52,0.48,76,56,0.58,0.42,75,57,0.57,0.43,53,79,0.40,0.60,70,62,0.53,0.47,91,41,0.69,0.31,117,15,0.89,0.11,99,33,0.75,0.25,755,433,0.62,0.35
big_char_105_V.png,V,,405,3,0.99,0.01,408,0,1.00,0.00,408,0,1.00,0.00,361,47,0.88,0.12,363,45,0.89,0.11,408,0,1.00,0.00,311,97,0.76,0.24,405,3,0.99,0.01,408,0,1.00,0.00,3477,195,0.91,0.05
big_char_1063_H.png,H,,63,47,0.57,0.43,110,0,1.00,0.00,74,36,0.67,0.33,46,64,0.42,0.58,75,35,0.68,0.32,55,55,0.50,0.50,74,36,0.67,0.33,93,17,0.85,0.15,75,35,0.68,0.32,665,325,0.63,0.31
big_char_613_P.png,P,P,410,4,0.99,0.01,343,71,0.83,0.17,411,3,0.99,0.01,403,11,0.97,0.03,244,170,0.59,0.41,414,0,1.00,0.00,382,32,0.92,0.08,399,15,0.96,0.04,414,0,1.00,0.00,3420,306,0.89,0.08
big_char_448_E.png,E,,117,39,0.75,0.25,80,76,0.51,0.49,117,39,0.75,0.25,105,51,0.67,0.33,96,60,0.62,0.38,123,33,0.79,0.21,85,71,0.54,0.46,108,48,0.69,0.31,144,12,0.92,0.08,975,429,0.66,0.29
big_char_635_D.png,D,,4,31,0.11,0.89,30,5,0.86,0.14,8,27,0.23,0.77,18,17,0.51,0.49,35,0,1.00,0.00,30,5,0.86,0.14,32,3,0.91,0.09,33,2,0.94,0.06,23,12,0.66,0.34,213,102,0.61,0.29
big_char_365_R.png,R,,413,1,1.00,0.00,276,138,0.67,0.33,414,0,1.00,0.00,349,65,0.84,0.16,294,120,0.71,0.29,414,0,1.00,0.00,396,18,0.96,0.04,368,46,0.89,0.11,413,1,1.00,0.00,3337,389,0.84,0.10
big_char_781_H.png,H,,66,44,0.60,0.40,110,0,1.00,0.00,92,18,0.84,0.16,45,65,0.41,0.59,83,27,0.75,0.25,67,43,0.61,0.39,73,37,0.66,0.34,86,24,0.78,0.22,63,47,0.57,0.43,685,305,0.63,0.28
big_char_1404_T.png,T,E,397,35,0.92,0.08,306,126,0.71,0.29,393,39,0.91,0.09,432,0,1.00,0.00,366,66,0.85,0.15,432,0,1.00,0.00,432,0,1.00,0.00,432,0,1.00,0.00,430,2,1.00,0.00,3620,268,0.91,0.07
big_char_1192_S.png,S,S,42,38,0.53,0.47,39,41,0.49,0.51,53,27,0.66,0.34,74,6,0.93,0.07,46,34,0.57,0.42,65,15,0.81,0.19,54,26,0.68,0.33,55,25,0.69,0.31,33,47,0.41,0.59,461,259,0.55,0.31
big_char_1161_K.png,K,,411,21,0.95,0.05,426,6,0.99,0.01,429,3,0.99,0.01,283,149,0.66,0.34,375,57,0.87,0.13,431,1,1.00,0.00,348,84,0.81,0.19,371,61,0.86,0.14,429,3,0.99,0.01,3503,385,0.90,0.10
big_char_241_R.png,R,,100,17,0.85,0.15,50,67,0.43,0.57,64,53,0.55,0.45,36,81,0.31,0.69,77,40,0.66,0.34,117,0,1.00,0.00,69,48,0.59,0.41,82,35,0.70,0.30,79,38,0.68,0.32,674,379,0.62,0.35
big_char_626_J.png,J,,120,0,1.00,0.00,62,58,0.52,0.48,84,36,0.70,0.30,120,0,1.00,0.00,70,50,0.58,0.42,120,0,1.00,0.00,79,41,0.66,0.34,60,60,0.50,0.50,115,5,0.96,0.04,830,250,0.74,0.22
big_char_702_N.png,N,,432,0,1.00,0.00,428,4,0.99,0.01,416,16,0.96,0.04,371,61,0.86,0.14,277,155,0.64,0.36,381,51,0.88,0.12,374,58,0.87,0.13,396,36,0.92,0.08,432,0,1.00,0.00,3507,381,0.89,0.10
big_char_829_Y.png,Y,Y,94,36,0.72,0.28,130,0,1.00,0.00,62,68,0.48,0.52,116,14,0.89,0.11,89,41,0.68,0.32,51,79,0.39,0.61,95,35,0.73,0.27,90,40,0.69,0.31,64,66,0.49,0.51,791,379,0.64,0.31
big_char_385_D.png,D,,13,23,0.36,0.64,17,19,0.47,0.53,15,21,0.42,0.58,24,12,0.67,0.33,36,0,1.00,0.00,19,17,0.53,0.47,36,0,1.00,0.00,36,0,1.00,0.00,28,8,0.78,0.22,224,100,0.62,0.28
big_char_980_T.png,T,,409,23,0.95,0.05,388,44,0.90,0.10,420,12,0.97,0.03,414,18,0.96,0.04,288,144,0.67,0.33,418,14,0.97,0.03,419,13,0.97,0.03,414,18,0.96,0.04,420,12,0.97,0.03,3590,298,0.92,0.08
